Business Relationship,Fund,Share,ISIN,Date,AUM (€),BR Segmentation,Business Country
CIC - EST (CAISSE FEDERALE DE CREDIT MUTUEL) / No rebate,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,46495,Bank / Retail,FRANCE
CIC - OUEST,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,3647,Bank / Retail,FRANCE
CIC - OUEST / without rebate,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,7736,Bank / Retail,FRANCE
CIC - SUD EST (Lyonnaise de Banque),EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,6190,Bank / Retail,FRANCE
CIC - SUD OUEST / without rebate,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,296144,Bank / Retail,FRANCE
CIC-EST (CAISSE FEDERALE DE CREDIT MUTUEL),EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,95618,Bank / Retail,FRANCE
CITE GESTION SA,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,7427,Bank / Private Banking,SWITZERLAND
CLIENT INCONNU,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,-1819737,Unknown,UNKNOWN
CNP Assurances (Distribution MFEX FRANCE),EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,2240250,Insurance Company / Unit Link,FRANCE
CNP ASSURANCES (Fonds Propres),EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,698429,Insurance Company / Own Account,FRANCE
COMMERZBANK AG - FRANKFURT,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,1857,Bank / Trading Platform,GERMANY
COMPAGNIE MONEGASQUE DE BANQUE / ALLFUNDS,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,108308,Bank / Private Banking,MONACO
CRCAM ALPES PROVENCE (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,3404,Bank / Retail,FRANCE
CRCAM ATLANTIQUE VENDEE (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,746,Bank / Retail,FRANCE
CRCAM BRIE PICARDIE (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,11140,Bank / Retail,FRANCE
CRCAM CENTRE EST (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,12069,Bank / Retail,FRANCE
CRCAM CENTRE FRANCE (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,53349,Bank / Retail,FRANCE
CRCAM CENTRE LOIRE (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,44667,Bank / Retail,FRANCE
CRCAM CENTRE OUEST (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,18905,Bank / Retail,FRANCE
CRCAM CHARENTE MARITIME DEUX SEVRES (Distribution) / FUND CHANNEL,EdR Fund US Value,EdR Fund US Value A - EUR,LU1103303167,2025-12-31 05:00:00,2,Bank / Retail,FRANCE
